city,x,y,name,population,timezone,state,state_abbreviation,elevation,latitude,longitude,elevation_m,country_code
"Portage, WI",-1.629313323,-2.869410185,"Portage, WI",10382,America/Chicago,Wisconsin,WI,241,43.53915,-89.46262,248,US
"Wabash, IN",-2.31477949,-1.723654907,"Wabash, IN",10381,America/Indiana/Indianapolis,Indiana,IN,217,40.79782,-85.82054,216,US
"Pella, IA",-1.65041819,-1.563914816,"Pella, IA",10363,America/Chicago,Iowa,IA,270,41.40805,-92.91631,273,US
"Mount Airy, NC",-1.74213107,2.280268644,"Mount Airy, NC",10354,America/New_York,North Carolina,NC,335,36.4993,-80.60729,336,US
"Barrington, IL",-2.172473367,-2.457085066,"Barrington, IL",10353,America/Chicago,Illinois,IL,252,42.15391,-88.13619,255,US
"Newberry, SC",-0.776761708,1.973938652,"Newberry, SC",10331,America/New_York,South Carolina,SC,151,34.27458,-81.61872,152,US
"Reading, OH",-1.326518245,-1.121555522,"Reading, OH",10324,America/New_York,Ohio,OH,171,39.22367,-84.44216,173,US
"Linthicum, MD",-0.10426643,-0.318536862,"Linthicum, MD",10324,America/New_York,Maryland,MD,41,39.20511,-76.65275,49,US
"Eunice, LA",1.50174059,1.13563672,"Eunice, LA",10310,America/Chicago,Louisiana,LA,14,30.49437,-92.41763,17,US
"Hull, MA",-0.1218698,-1.6680967,"Hull, MA",10293,America/New_York,Massachusetts,MA,17,42.30204,-70.90782,20,US
"Oak Grove, SC",-0.413306143,2.016908576,"Oak Grove, SC",10291,America/New_York,South Carolina,SC,111,33.9809,-81.14286,111,US
"Newport, OR",0.870373824,-0.363248045,"Newport, OR",10268,America/Los_Angeles,Oregon,OR,42,44.63678,-124.05345,43,US
"Edwards, CO",0.87469593,-0.703354699,"Edwards, CO",10266,America/Denver,Colorado,CO,2201,39.64499,-106.5942,2205,US
"Pleasant Grove, AL",-0.224837669,3.249672697,"Pleasant Grove, AL",10260,America/Chicago,Alabama,AL,185,33.49094,-86.97027,187,US
"Nanticoke, PA",-1.949375546,-1.85459773,"Nanticoke, PA",10258,America/New_York,Pennsylvania,PA,173,41.20536,-76.00492,175,US
"Milford, DE",-0.589810375,-1.214620397,"Milford, DE",10252,America/New_York,Delaware,DE,3,38.91261,-75.42797,5,US
"Rossmoor, CA",5.00912246,-1.230972684,"Rossmoor, CA",10244,America/Los_Angeles,California,CA,4,33.78557,-118.08506,10,US
"Timberlane, LA",1.057792843,0.667712129,"Timberlane, LA",10243,America/Chicago,Louisiana,LA,-1,29.87743,-90.03202,0,US
"Waterloo, IL",-2.559283775,-2.453143817,"Waterloo, IL",10236,America/Chicago,Illinois,IL,216,38.33589,-90.14983,216,US
"Alpine, UT",1.446709756,0.569684751,"Alpine, UT",10235,America/Denver,Utah,UT,1509,40.45328,-111.77799,1512,US
"Española, NM",2.503586997,-0.125521614,"Española, NM",10224,America/Denver,New Mexico,NM,1705,35.99113,-106.08058,1702,US
"Roma, TX",0.99973733,1.943070345,"Roma, TX",10223,America/Chicago,Texas,TX,66,26.40526,-99.01581,67,US
"Anderson, CA",3.759319697,-0.896967592,"Anderson, CA",10217,America/Los_Angeles,California,CA,132,40.44821,-122.29778,132,US
"Vail, AZ",1.888346581,-0.732554189,"Vail, AZ",10208,America/Phoenix,Arizona,AZ,986,32.04786,-110.71203,986,US
"Gages Lake, IL",-1.875987131,-2.348378815,"Gages Lake, IL",10198,America/Chicago,Illinois,IL,234,42.35169,-87.98258,237,US
"Jefferson, GA",-0.98400567,1.921236536,"Jefferson, GA",10195,America/New_York,Georgia,GA,227,34.11705,-83.57239,228,US
"Raceland, LA",1.085835152,1.563429954,"Raceland, LA",10193,America/Chicago,Louisiana,LA,4,29.72743,-90.59898,5,US
"Columbia, IL",-2.04090032,-1.787382991,"Columbia, IL",10191,America/Chicago,Illinois,IL,153,38.44366,-90.20122,154,US
"Bel Air, MD",0.864953208,-0.271185324,"Bel Air, MD",10190,America/New_York,Maryland,MD,118,39.53594,-76.34829,121,US
"Capitola, CA",5.111792732,-0.92864301,"Capitola, CA",10189,America/Los_Angeles,California,CA,4,36.97523,-121.95329,7,US
"Jennings, LA",1.260884245,0.890690119,"Jennings, LA",10180,America/Chicago,Louisiana,LA,8,30.22243,-92.65708,10,US
"Bellmead, TX",0.891879284,2.574798979,"Bellmead, TX",10164,America/Chicago,Texas,TX,133,31.59405,-97.10889,137,US
"Forestdale, AL",-0.811189701,2.421412331,"Forestdale, AL",10162,America/Chicago,Alabama,AL,197,33.57011,-86.89638,200,US
"Lanham, MD",-0.345124893,0.128726556,"Lanham, MD",10157,America/New_York,Maryland,MD,43,38.96875,-76.8634,47,US
"Paris, TN",-0.722441371,1.98007452,"Paris, TN",10150,America/Chicago,Tennessee,TN,157,36.302,-88.32671,158,US
"Norwalk, IA",-0.868659266,-1.615711778,"Norwalk, IA",10135,America/Chicago,Iowa,IA,288,41.47555,-93.67883,289,US
"Marlton, NJ",-0.293431126,-1.612676917,"Marlton, NJ",10133,America/New_York,New Jersey,NJ,31,39.89122,-74.92183,35,US
"Denham Springs, LA",1.170596953,1.870478989,"Denham Springs, LA",10125,America/Chicago,Louisiana,LA,13,30.4874,-90.95753,22,US
"Fort Knox, KY",-1.819714006,0.784799625,"Fort Knox, KY",10124,America/New_York,Kentucky,KY,225,37.89113,-85.96363,224,US
"Essex Junction, VT",-0.723209518,-1.203203083,"Essex Junction, VT",10111,America/New_York,Vermont,VT,105,44.49061,-73.11096,104,US
"Maynard, MA",-0.085485106,-1.696728312,"Maynard, MA",10106,America/New_York,Massachusetts,MA,50,42.43343,-71.44951,50,US
"Goulds, FL",0.676731284,1.339869496,"Goulds, FL",10103,America/New_York,Florida,FL,3,25.56261,-80.38228,9,US
"Port Salerno, FL",1.373339051,2.032327875,"Port Salerno, FL",10091,America/New_York,Florida,FL,4,27.14422,-80.2006,7,US
"Parsons, KS",-0.493363585,-0.021684226,"Parsons, KS",10090,America/Chicago,Kansas,KS,275,37.34034,-95.26108,281,US
"Mayfield, KY",-1.451700578,1.320230841,"Mayfield, KY",10080,America/Chicago,Kentucky,KY,145,36.74172,-88.63672,146,US
"Bonham, TX",1.188657797,2.375610222,"Bonham, TX",10079,America/Chicago,Texas,TX,186,33.57733,-96.17831,189,US
"Waverly, IA",-1.926808592,-1.342311704,"Waverly, IA",10066,America/Chicago,Iowa,IA,278,42.72581,-92.47546,281,US
"Canyon Rim, UT",1.147752646,0.863620933,"Canyon Rim, UT",10062,America/Denver,Utah,UT,1407,40.70661,-111.82188,1413,US
"London, OH",-0.822769869,-0.956086041,"London, OH",10060,America/New_York,Ohio,OH,321,39.88645,-83.44825,321,US
"Clinton, TN",-1.282735597,1.648182459,"Clinton, TN",10049,America/New_York,Tennessee,TN,250,36.10341,-84.13186,253,US
"Oregon, WI",-0.524836376,-2.056120844,"Oregon, WI",10043,America/Chicago,Wisconsin,WI,288,42.92611,-89.38456,289,US
"Poulsbo, WA",1.00935748,-0.643895424,"Poulsbo, WA",10041,America/Los_Angeles,Washington,WA,10,47.73593,-122.64654,7,US
"Troy, IL",-1.882557863,-1.816034912,"Troy, IL",10036,America/Chicago,Illinois,IL,171,38.72921,-89.88315,170,US
"Plymouth, IN",-1.625344635,-1.885875386,"Plymouth, IN",10035,America/Indiana/Indianapolis,Indiana,IN,243,41.34366,-86.30973,246,US
"Monmouth, OR",0.244514385,-0.974882163,"Monmouth, OR",10032,America/Los_Angeles,Oregon,OR,62,44.84845,-123.23399,63,US
"Grantsville, UT",0.740814503,0.946567366,"Grantsville, UT",10027,America/Denver,Utah,UT,1312,40.59994,-112.4644,1315,US
"Elon, NC",-1.443173472,2.561305287,"Elon, NC",10024,America/New_York,North Carolina,NC,215,36.10291,-79.50669,217,US
"Woodbury, NJ",-0.229984292,-1.614823804,"Woodbury, NJ",10020,America/New_York,New Jersey,NJ,17,39.83817,-75.15268,21,US
"Waggaman, LA",1.595794679,1.433070084,"Waggaman, LA",10015,America/Chicago,Louisiana,LA,2,29.91854,-90.21091,4,US
"Bluffton, IN",-2.234974613,-0.602505362,"Bluffton, IN",10005,America/Indiana/Indianapolis,Indiana,IN,252,40.73866,-85.17164,250,US
"Fairview, CA",3.436658854,-0.900400266,"Fairview, CA",10003,America/Los_Angeles,California,CA,183,37.67854,-122.0458,174,US
"Del Aire, CA",4.080395886,-0.890588486,"Del Aire, CA",10001,America/Los_Angeles,California,CA,31,33.91613,-118.36952,33,US
"Veradale, WA",0.878998461,-0.611885767,"Veradale, WA",9991,America/Los_Angeles,Washington,WA,617,47.64995,-117.20738,614,US
"Uniontown, PA",-1.977378733,-1.338711769,"Uniontown, PA",9990,America/New_York,Pennsylvania,PA,328,39.90008,-79.71643,326,US
"Harrisonville, MO",-2.072838861,-0.278932007,"Harrisonville, MO",9986,America/Chicago,Missouri,MO,292,38.65334,-94.34884,295,US
"Dishman, WA",0.712198582,-0.451410403,"Dishman, WA",9978,America/Los_Angeles,Washington,WA,605,47.66007,-117.27596,609,US
"Fife, WA",0.618723624,-0.648635735,"Fife, WA",9970,America/Los_Angeles,Washington,WA,7,47.23927,-122.35707,2,US
"Cottage Grove, OR",0.587686479,-1.104191843,"Cottage Grove, OR",9969,America/Los_Angeles,Oregon,OR,196,43.79762,-123.05952,197,US
"Carroll, IA",-1.157423413,-1.057517632,"Carroll, IA",9968,America/Chicago,Iowa,IA,387,42.06582,-94.86693,385,US
"Peru, IL",-1.599432794,-2.356085699,"Peru, IL",9952,America/Chicago,Illinois,IL,183,41.32753,-89.12897,185,US
"Indianola, MS",-0.705363751,0.986902695,"Indianola, MS",9943,America/Chicago,Mississippi,MS,37,33.45095,-90.65509,41,US
"Covington, LA",0.953414197,1.553533299,"Covington, LA",9928,America/Chicago,Louisiana,LA,8,30.47549,-90.10042,7,US
"Kendallville, IN",-2.373488584,-1.426336108,"Kendallville, IN",9927,America/Indiana/Indianapolis,Indiana,IN,301,41.44144,-85.26498,302,US
"Timonium, MD",-0.152229578,-0.42465885,"Timonium, MD",9925,America/New_York,Maryland,MD,124,39.43705,-76.61969,127,US
"Lackland Air Force Base, TX",1.263443549,1.989625425,"Lackland Air Force Base, TX",9918,America/Chicago,Texas,TX,228,29.38663,-98.61797,230,US
"Cape Canaveral, FL",1.163972578,1.970676192,"Cape Canaveral, FL",9912,America/New_York,Florida,FL,3,28.40584,-80.60477,6,US
"Glenwood Springs, CO",1.407383726,-1.115304648,"Glenwood Springs, CO",9906,America/Denver,Colorado,CO,1756,39.55054,-107.32478,1762,US
"Corte Madera, CA",5.216396835,-1.551975976,"Corte Madera, CA",9901,America/Los_Angeles,California,CA,12,37.92548,-122.52748,8,US
"Harrison, OH",-1.209868109,-0.694051612,"Harrison, OH",9897,America/New_York,Ohio,OH,159,39.262,-84.81995,161,US
"Elkhorn, WI",-1.062337816,-2.46742087,"Elkhorn, WI",9895,America/Chicago,Wisconsin,WI,314,42.67279,-88.54454,318,US
"Fairfield, IA",-1.207258415,-1.437282115,"Fairfield, IA",9892,America/Chicago,Iowa,IA,236,41.00863,-91.96267,237,US
"Hope, AR",-0.44065895,1.396614335,"Hope, AR",9891,America/Chicago,Arkansas,AR,107,33.66706,-93.59157,112,US
"Bloomingdale, TN",-1.123095152,1.483151705,"Bloomingdale, TN",9888,America/New_York,Tennessee,TN,439,36.58455,-82.48932,434,US
"Andover, FL",0.214278912,0.72393887,"Andover, FL",9877,America/New_York,Florida,FL,1,25.96843,-80.21283,18,US
"Brownsville, TN",-0.680393485,2.344949936,"Brownsville, TN",9876,America/Chicago,Tennessee,TN,119,35.59397,-89.26229,117,US
"Moncks Corner, SC",-0.653382118,2.681603323,"Moncks Corner, SC",9873,America/New_York,South Carolina,SC,16,33.19632,-80.01429,22,US
"Paris, KY",-1.34269318,0.963364454,"Paris, KY",9870,America/New_York,Kentucky,KY,257,38.2098,-84.25299,258,US
"Northampton, PA",-1.572608165,-1.61630219,"Northampton, PA",9860,America/New_York,Pennsylvania,PA,99,40.68621,-75.49685,100,US
"Middleton, MA",-0.40841299,-1.716933197,"Middleton, MA",9859,America/New_York,Massachusetts,MA,31,42.59509,-71.01616,33,US
"Brandon, SD",-0.26424274,-1.107885022,"Brandon, SD",9856,America/Chicago,South Dakota,SD,413,43.5947,-96.57199,413,US
"Highland, IL",-1.7155466,-2.071499652,"Highland, IL",9848,America/Chicago,Illinois,IL,161,38.73949,-89.6712,162,US
"Fate, TX",1.147367608,1.909301174,"Fate, TX",9847,America/Chicago,Texas,TX,179,32.94151,-96.38137,183,US
"Russellville, AL",-1.501378482,3.676627691,"Russellville, AL",9847,America/Chicago,Alabama,AL,232,34.50787,-87.72864,234,US
"Rincon, GA",0.200873151,2.075940874,"Rincon, GA",9843,America/New_York,Georgia,GA,22,32.29603,-81.23539,28,US
"Cameron, MO",-0.829995406,-0.182704352,"Cameron, MO",9836,America/Chicago,Missouri,MO,315,39.74028,-94.24106,317,US
"Shelton, WA",0.576680684,-0.075136556,"Shelton, WA",9834,America/Los_Angeles,Washington,WA,7,47.21509,-123.10071,6,US
"Havre, MT",0.52754698,-0.747890474,"Havre, MT",9834,America/Denver,Montana,MT,771,48.55,-109.68409,770,US
"Christiana, TN",-1.224677058,1.655778118,"Christiana, TN",9830,America/Chicago,Tennessee,TN,213,35.71007,-86.39944,215,US
"Edgewood, WA",0.302484002,-0.728562026,"Edgewood, WA",9826,America/Los_Angeles,Washington,WA,108,47.2501,-122.29373,107,US
"Monticello, AR",-1.152703964,1.492657595,"Monticello, AR",9820,America/Chicago,Arkansas,AR,89,33.629,-91.79096,96,US
"Alamosa, CO",1.710611733,-0.854564707,"Alamosa, CO",9819,America/Denver,Colorado,CO,2299,37.46945,-105.87002,2303,US
"Waynesville, NC",-1.83487408,2.426392938,"Waynesville, NC",9809,America/New_York,North Carolina,NC,837,35.48871,-82.98875,841,US
"Fort Oglethorpe, GA",-1.02668631,3.20515738,"Fort Oglethorpe, GA",9803,America/New_York,Georgia,GA,223,34.94896,-85.2569,222,US
"Cody, WY",0.457080927,-0.716128593,"Cody, WY",9792,America/Denver,Wyoming,WY,1523,44.52634,-109.05653,1525,US
"Walnut Grove, WA",0.63012025,-0.236033174,"Walnut Grove, WA",9790,America/Los_Angeles,Washington,WA,83,45.66789,-122.59899,85,US
"Washington, NC",-0.921640681,1.595687862,"Washington, NC",9788,America/New_York,North Carolina,NC,3,35.54655,-77.05217,4,US
"Hartford, VT",-0.744004201,-1.187291429,"Hartford, VT",9779,America/New_York,Vermont,VT,120,43.66063,-72.33842,126,US
"Merrydale, LA",1.515179531,0.667720748,"Merrydale, LA",9772,America/Chicago,Louisiana,LA,16,30.5013,-91.10844,19,US
"Minnehaha, WA",0.300033431,-0.979981506,"Minnehaha, WA",9771,America/Los_Angeles,Washington,WA,79,45.65901,-122.64871,80,US
"Reserve, LA",1.344923985,0.502570771,"Reserve, LA",9766,America/Chicago,Louisiana,LA,4,30.05381,-90.55175,9,US
"Progress, PA",-1.028897801,-1.147135242,"Progress, PA",9765,America/New_York,Pennsylvania,PA,151,40.28509,-76.83136,156,US
"Le Mars, IA",-1.669081623,-1.876442217,"Le Mars, IA",9761,America/Chicago,Iowa,IA,376,42.79416,-96.16558,374,US
"Alachua, FL",0.706454677,2.444432438,"Alachua, FL",9757,America/New_York,Florida,FL,42,29.75163,-82.42483,46,US
"Woodbury, CT",-0.430880952,-1.260051898,"Woodbury, CT",9755,America/New_York,Connecticut,CT,79,41.54454,-73.209,84,US
"Silverton, OR",1.029315603,-0.702787933,"Silverton, OR",9753,America/Los_Angeles,Oregon,OR,78,45.00512,-122.78315,76,US
"Cairo, GA",-1.115031894,1.689156629,"Cairo, GA",9752,America/New_York,Georgia,GA,74,30.87751,-84.20214,82,US
"Cedartown, GA",-1.200331775,3.094255546,"Cedartown, GA",9750,America/New_York,Georgia,GA,256,34.05371,-85.25495,260,US
"Panthersville, GA",-0.62458709,1.903248271,"Panthersville, GA",9749,America/New_York,Georgia,GA,271,33.70733,-84.27187,272,US
"Brownfield, TX",0.968202704,1.799057407,"Brownfield, TX",9736,America/Chicago,Texas,TX,1009,33.1812,-102.27435,1010,US
"Vinings, GA",-0.882850393,2.52463564,"Vinings, GA",9734,America/New_York,Georgia,GA,279,33.86483,-84.46437,283,US
"Dunn, NC",-0.835460344,2.047526252,"Dunn, NC",9723,America/New_York,North Carolina,NC,63,35.30627,-78.6089,66,US
"Sumner, WA",0.481361846,-0.249678622,"Sumner, WA",9700,America/Los_Angeles,Washington,WA,23,47.20316,-122.2404,20,US
"Ingleside, TX",1.366564207,2.055498544,"Ingleside, TX",9695,America/Chicago,Texas,TX,4,27.8778,-97.21166,7,US
"Boaz, AL",-0.812602747,3.35104103,"Boaz, AL",9688,America/Chicago,Alabama,AL,325,34.20065,-86.16637,328,US
"Southborough, MA",-0.101147947,-2.2898445,"Southborough, MA",9686,America/New_York,Massachusetts,MA,90,42.30565,-71.52451,94,US
"Safford, AZ",1.667059195,-0.126309365,"Safford, AZ",9683,America/Phoenix,Arizona,AZ,889,32.83395,-109.70758,892,US
"Sparta, WI",-1.48803942,-2.101349667,"Sparta, WI",9679,America/Chicago,Wisconsin,WI,241,43.94413,-90.81291,243,US
"Snohomish, WA",1.003594887,-0.707446157,"Snohomish, WA",9670,America/Los_Angeles,Washington,WA,20,47.91288,-122.09818,17,US
"Coffeyville, KS",-1.076807506,0.530534338,"Coffeyville, KS",9669,America/Chicago,Kansas,KS,225,37.0373,-95.61637,227,US
"Winfield, IL",-2.391391781,-1.805324073,"Winfield, IL",9657,America/Chicago,Illinois,IL,235,41.8617,-88.1609,239,US
"Clay, AL",-0.739827985,2.704222424,"Clay, AL",9655,America/Chicago,Alabama,AL,285,33.7026,-86.59971,291,US
"Sunbury, PA",-1.622547928,-1.640872539,"Sunbury, PA",9652,America/New_York,Pennsylvania,PA,142,40.86259,-76.79441,138,US
"Holmen, WI",-1.401441624,-2.57141312,"Holmen, WI",9651,America/Chicago,Wisconsin,WI,215,43.9633,-91.25625,218,US
"Westview, FL",0.818314263,1.194068825,"Westview, FL",9650,America/New_York,Florida,FL,1,25.88204,-80.24199,8,US
"Soquel, CA",4.824073933,-1.270011714,"Soquel, CA",9644,America/Los_Angeles,California,CA,10,36.98801,-121.95663,11,US
"Bladensburg, MD",-0.379283235,-0.230066337,"Bladensburg, MD",9640,America/New_York,Maryland,MD,15,38.93928,-76.93386,16,US
"Jesup, GA",-1.102694119,1.84515092,"Jesup, GA",9633,America/New_York,Georgia,GA,29,31.60785,-81.88634,33,US
"Milton, FL",0.49418677,1.205061634,"Milton, FL",9628,America/Chicago,Florida,FL,10,30.63241,-87.03969,14,US
"Astoria, OR",1.133104279,-0.7184333,"Astoria, OR",9626,America/Los_Angeles,Oregon,OR,7,46.18788,-123.83125,10,US
"Mooresville, IN",-1.961036956,-0.602376944,"Mooresville, IN",9623,America/Indiana/Indianapolis,Indiana,IN,219,39.61282,-86.37416,219,US
"Danville, IN",-1.471372627,-1.259616661,"Danville, IN",9614,America/Indiana/Indianapolis,Indiana,IN,291,39.7606,-86.52639,295,US
"La Salle, IL",-2.269054185,-2.525353514,"La Salle, IL",9609,America/Chicago,Illinois,IL,174,41.33337,-89.09175,175,US
"Tega Cay, SC",-0.576608682,2.205440788,"Tega Cay, SC",9608,America/New_York,South Carolina,SC,192,35.02431,-81.02785,194,US
"Lock Haven, PA",-1.712890868,-1.738823979,"Lock Haven, PA",9604,America/New_York,Pennsylvania,PA,170,41.13701,-77.44693,171,US
"Winslow, AZ",1.486285269,-0.350874913,"Winslow, AZ",9600,America/Phoenix,Arizona,AZ,1479,35.02419,-110.69736,1480,US
"Pine Ridge, FL",0.69075467,1.423567833,"Pine Ridge, FL",9598,America/New_York,Florida,FL,29,28.93831,-82.47343,33,US
"Gifford, FL",0.636290298,1.222870546,"Gifford, FL",9590,America/New_York,Florida,FL,4,27.67531,-80.40922,7,US
"Clinton, OK",-0.211866336,0.544630871,"Clinton, OK",9565,America/Chicago,Oklahoma,OK,477,35.51561,-98.96731,482,US
"Rifle, CO",0.976668491,-1.043007783,"Rifle, CO",9563,America/Denver,Colorado,CO,1630,39.5347,-107.78312,1637,US
"Picture Rocks, AZ",1.379121518,-0.748921325,"Picture Rocks, AZ",9563,America/Phoenix,Arizona,AZ,634,32.34591,-111.24621,630,US
"Coweta, OK",-0.348373804,2.371791541,"Coweta, OK",9559,America/Chicago,Oklahoma,OK,201,35.95177,-95.65081,205,US
"Bethel, CT",-0.697440353,-0.894101583,"Bethel, CT",9549,America/New_York,Connecticut,CT,115,41.37121,-73.41401,121,US
"Reedsburg, WI",-1.612083997,-2.853061916,"Reedsburg, WI",9548,America/Chicago,Wisconsin,WI,275,43.53248,-90.00263,277,US
"Chevy Chase, DC",0.545820417,-0.617999609,"Chevy Chase, DC",9545,America/New_York,,DC,101,38.964,-77.06776,108,US
"Chevy Chase, MD",0.096409564,-0.685455748,"Chevy Chase, MD",9545,America/New_York,Maryland,MD,109,39.00287,-77.07115,91,US
"Prineville, OR",1.204371261,-0.385205708,"Prineville, OR",9530,America/Los_Angeles,Oregon,OR,877,44.29985,-120.83447,878,US
"Pecos, TX",1.811419569,2.555476807,"Pecos, TX",9517,America/Chicago,Texas,TX,787,31.42291,-103.49323,791,US
"Steger, IL",-2.279408969,-2.234835397,"Steger, IL",9515,America/Chicago,Illinois,IL,217,41.47003,-87.63643,218,US
"Sugar Grove, IL",-2.651535613,-2.612846225,"Sugar Grove, IL",9512,America/Chicago,Illinois,IL,219,41.76142,-88.44369,220,US
"Taft, CA",3.993280606,-1.082422719,"Taft, CA",9495,America/Los_Angeles,California,CA,291,35.14247,-119.45651,292,US
"Mission, KS",0.228171578,-0.166828186,"Mission, KS",9491,America/Chicago,Kansas,KS,310,39.02778,-94.65579,315,US
"Chillicothe, MO",-2.228753161,-0.373861939,"Chillicothe, MO",9487,America/Chicago,Missouri,MO,243,39.79529,-93.55244,244,US
"Woodlyn, PA",-1.144341743,-1.604099123,"Woodlyn, PA",9485,America/New_York,Pennsylvania,PA,20,39.87233,-75.33713,23,US
"Villas, NJ",0.378216364,-1.025001776,"Villas, NJ",9483,America/New_York,New Jersey,NJ,3,39.02872,-74.93851,3,US
"Flossmoor, IL",-2.310655127,-2.635845927,"Flossmoor, IL",9478,America/Chicago,Illinois,IL,206,41.54281,-87.68477,209,US
"Braselton, GA",-0.944518641,2.880007484,"Braselton, GA",9476,America/New_York,Georgia,GA,277,34.10927,-83.76267,282,US
"Decatur, IN",-2.184951202,-0.613126424,"Decatur, IN",9465,America/Indiana/Indianapolis,Indiana,IN,244,40.8306,-84.92913,245,US
"Valley, AL",-0.106355935,1.887942828,"Valley, AL",9464,America/Chicago,Alabama,AL,173,32.81874,-85.17939,184,US
